tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,_true_intent,_should_escalate
1466,AmazonHelp,False,2019-11-09,"I'm really sorry to hear that. I've filed a replacement for order 843670, it'll ship today at no extra cost. -DS",,1465,delivery_issue,True
1467,cust60967,True,2019-03-04,"@AmazonHelp placed order 541550 last week, still says 'preparing for shipment' wtf",1468,,order_status,False
1468,AmazonHelp,False,2019-02-26,"I hear you, that's frustrating. Order 541550 left our facility yesterday and tracking will update within 24h. -RJ",,1467,order_status,False
1469,cust88261,True,2019-12-01,"still waiting on order 232250 from @AmazonHelp, no tracking info at all #fail",1470,,order_status,False
1470,AmazonHelp,False,2019-07-16,"I hear you, that's frustrating. Order 232250 left our facility yesterday and tracking will update within 24h. -RJ",,1469,order_status,False
1471,cust44541,True,2019-12-08,"@AmazonHelp my package for order 395932 arrived DAMAGED, box was crushed",1472,,delivery_issue,False
1472,AmazonHelp,False,2019-11-27,"That's not okay, apologies. I've marked order 395932 as not-received and a reshipment is on the way. -MK",,1471,delivery_issue,False
1473,cust93162,True,2019-03-08,"@AmazonHelp refund for 308050 is taking forever, when will i see the money back",1474,,refund_request,False
1474,AmazonHelp,False,2019-02-05,"Apologies for the delay. I've checked and your refund for order 308050 was processed, it can take 3-5 business days to reflect. -MK",,1473,refund_request,False
1475,cust50166,True,2019-12-21,@amazonhelp i returned order 140230 2 weeks ago and still no refund #fail,1476,,refund_request,False
1476,AmazonHelp,False,2019-04-08,"Apologies for the delay. I've checked and your refund for order 140230 was processed, it can take 3-5 business days to reflect. -MK",,1475,refund_request,False
1477,cust64797,True,2019-04-11,"@AmazonHelp my package for order 546772 arrived DAMAGED, box was crushed 😡",1478,,delivery_issue,False
1478,AmazonHelp,False,2019-01-06,"So sorry for the trouble. I've escalated order 546772 to our carrier investigation team, you'll hear back in 24-48h. -RJ",,1477,delivery_issue,False
1479,cust74393,True,2019-06-11,"still waiting on order 100561 from @AmazonHelp, no tracking info at all",1480,,order_status,False
1480,AmazonHelp,False,2019-05-04,"Hi, sorry for the wait! I can see order 100561 is currently in transit and should arrive within 2 days. Tracking: bit.ly/track100561 -DS",,1479,order_status,False
1481,cust41228,True,2019-11-09,"@AmazonHelp any update on order 801442, tracking hasn't moved since 2 days ago",1482,,order_status,False
1482,AmazonHelp,False,2019-04-19,"So sorry about this delay. I've looked into order 801442 and it's showing movement as of today, expected delivery tomorrow. -MK",,1481,order_status,False
1483,cust34960,True,2019-04-23,"never received order 191468, @AmazonHelp tracking says delivered but nothing here",1484,,delivery_issue,False
1484,AmazonHelp,False,2019-08-04,"So sorry for the trouble. I've escalated order 191468 to our carrier investigation team, you'll hear back in 24-48h. -RJ",,1483,delivery_issue,False
1485,cust35127,True,2019-07-18,"still waiting on order 673129 from @AmazonHelp, no tracking info at all",1486,,order_status,True
1486,AmazonHelp,False,2019-12-09,"So sorry about this delay. I've looked into order 673129 and it's showing movement as of today, expected delivery tomorrow. -MK",,1485,order_status,True
1487,cust76043,True,2019-01-06,how do i cancel order 896241? placed it 10 mins ago @amazonhelp,1488,,cancellation,False
1488,AmazonHelp,False,2019-10-09,"Order 896241 has been cancelled successfully, refund (if charged) will process in 3-5 days. -DS",,1487,cancellation,False
1489,cust77303,True,2019-02-06,"@AmazonHelp locked out of my account, reset link isn't working",1490,,account_access,True
1490,AmazonHelp,False,2019-08-25,"Sorry for the trouble! For account security, please DM us so we can help verify and restore access. -DS",,1489,account_access,True
1491,cust11161,True,2019-09-15,"requesting a refund for order 502810, item was not as described #fail",1492,,refund_request,False
1492,AmazonHelp,False,2019-09-23,"I've gone ahead and issued the refund for order 502810 directly, you should see it within 5 business days. -RJ",,1491,refund_request,False
1493,cust48252,True,2019-01-21,"@AmazonHelp someone else logged into my account, I didn't authorize this",1494,,account_access,True
1494,AmazonHelp,False,2019-03-09,"Sorry for the trouble! For account security, please DM us so we can help verify and restore access. -DS",,1493,account_access,True
1495,cust58380,True,2019-06-03,"@AmazonHelp customer service has been terrible lately, third time I've had issues",1496,,general_complaint,False
1496,AmazonHelp,False,2019-12-18,"I'm really sorry to hear about your experience. I'd like to make this right, can you DM us more details? -RJ",,1495,general_complaint,False
1497,cust46659,True,2019-03-09,package 857155 arrived open and half the items missing @amazonhelp,1498,,delivery_issue,False
1498,AmazonHelp,False,2019-01-18,"So sorry for the trouble. I've escalated order 857155 to our carrier investigation team, you'll hear back in 24-48h. -RJ",,1497,delivery_issue,False
1499,cust67958,True,2019-04-11,"@AmazonHelp locked out of my account, reset link isn't working",1500,,account_access,True
1500,AmazonHelp,False,2019-05-07,That sounds concerning. Please send us a DM with your registered email so we can secure your account right away. -MK,,1499,account_access,True
1501,cust33791,True,2019-08-06,"@AmazonHelp I was charged TWICE for order 760393, unauthorized charge on my card",1502,,billing_dispute,True
1502,AmazonHelp,False,2019-03-07,"I understand the concern - for account security I can't verify charges here, please DM us so we can look into order 760393. -RJ",,1501,billing_dispute,True
1503,cust19103,True,2019-03-03,"@AmazonHelp this is fraud, I never ordered 614345 but got charged $89.99",1504,,billing_dispute,True
1504,AmazonHelp,False,2019-07-08,"I understand the concern - for account security I can't verify charges here, please DM us so we can look into order 614345. -RJ",,1503,billing_dispute,True
1505,cust12715,True,2019-02-27,@AmazonHelp I returned order 776456 2 weeks ago and still no refund,1506,,refund_request,False
1506,AmazonHelp,False,2019-01-25,Sorry about that! I can see the return was received; refund for 776456 is being processed now. -DS,,1505,refund_request,False
1507,cust11231,True,2019-02-18,"@AmazonHelp need to cancel order 775788 asap, ordered by mistake",1508,,cancellation,False
1508,AmazonHelp,False,2019-12-27,"I've cancelled order 775788 for you, you won't be charged. -MK",,1507,cancellation,False
1509,cust30252,True,2019-04-02,"never received order 994141, @AmazonHelp tracking says delivered but nothing here",1510,,delivery_issue,False
1510,AmazonHelp,False,2019-09-23,"I'm really sorry to hear that. I've filed a replacement for order 994141, it'll ship today at no extra cost. -DS",,1509,delivery_issue,False
1511,cust28590,True,2019-01-08,"@AmazonHelp my package for order 757966 arrived DAMAGED, box was crushed",1512,,delivery_issue,False
1512,AmazonHelp,False,2019-01-08,"I'm really sorry to hear that. I've filed a replacement for order 757966, it'll ship today at no extra cost. -DS",,1511,delivery_issue,False
1513,cust24733,True,2019-08-06,"requesting a refund for order 504103, item was not as described",1514,,refund_request,False
1514,AmazonHelp,False,2019-02-08,Sorry about that! I can see the return was received; refund for 504103 is being processed now. -DS,,1513,refund_request,False
1515,cust29805,True,2019-03-14,hey @AmazonHelp where is my order #395503?? it's been 7 days,1516,,order_status,True
1516,AmazonHelp,False,2019-09-11,"I hear you, that's frustrating. Order 395503 left our facility yesterday and tracking will update within 24h. -RJ",,1515,order_status,True
1517,cust45532,True,2019-08-22,why does my statement show two charges for order 290175?? @AmazonHelp,1518,,billing_dispute,False
1518,AmazonHelp,False,2019-06-09,"That's concerning, I'm sorry. Please DM us your order details so we can investigate the duplicate charge on 290175. -MK",,1517,billing_dispute,False
1519,cust72709,True,2019-02-04,"@AmazonHelp item from order 845859 stopped working after 2 days, defective",1520,,product_defect,False
1520,AmazonHelp,False,2019-10-14,"I'm sorry about that! I've started a replacement for order 845859, no need to wait for the return. -RJ",,1519,product_defect,False
1521,cust73083,True,2019-12-14,"@AmazonHelp customer service has been terrible lately, third time I've had issues",1522,,general_complaint,False
1522,AmazonHelp,False,2019-10-26,"I'm really sorry to hear about your experience. I'd like to make this right, can you DM us more details? -RJ",,1521,general_complaint,False
1523,cust40161,True,2019-07-03,"can't sign in to my account, says 'suspicious activity' @AmazonHelp",1524,,account_access,True
1524,AmazonHelp,False,2019-10-23,"Sorry for the trouble! For account security, please DM us so we can help verify and restore access. -DS",,1523,account_access,True
1525,cust57500,True,2019-09-16,"@AmazonHelp refund for 652542 is taking forever, when will i see the money back 😡",1526,,refund_request,False
1526,AmazonHelp,False,2019-03-04,Sorry about that! I can see the return was received; refund for 652542 is being processed now. -DS,,1525,refund_request,False
1527,cust37621,True,2019-04-02,"@AmazonHelp any update on order 466317, tracking hasn't moved since 7 days ago",1528,,order_status,False
1528,AmazonHelp,False,2019-12-05,"So sorry about this delay. I've looked into order 466317 and it's showing movement as of today, expected delivery tomorrow. -MK",,1527,order_status,False
1529,cust19669,True,2019-08-27,"@AmazonHelp placed order 829578 last week, still says 'preparing for shipment' wtf",1530,,order_status,False
1530,AmazonHelp,False,2019-10-28,"I hear you, that's frustrating. Order 829578 left our facility yesterday and tracking will update within 24h. -RJ",,1529,order_status,False
1531,cust33910,True,2019-08-24,"still waiting on order 131652 from @AmazonHelp, no tracking info at all 😡",1532,,order_status,False
1532,AmazonHelp,False,2019-03-24,"Hi, sorry for the wait! I can see order 131652 is currently in transit and should arrive within 2 days. Tracking: bit.ly/track131652 -DS",,1531,order_status,False
1533,cust17864,True,2019-11-02,"requesting a refund for order 832497, item was not as described",1534,,refund_request,True
1534,AmazonHelp,False,2019-10-25,"I've gone ahead and issued the refund for order 832497 directly, you should see it within 5 business days. -RJ",,1533,refund_request,True
1535,cust84981,True,2019-09-10,hey @AmazonHelp where is my order #627743?? it's been 4 days,1536,,order_status,False
1536,AmazonHelp,False,2019-12-08,"So sorry about this delay. I've looked into order 627743 and it's showing movement as of today, expected delivery tomorrow. -MK",,1535,order_status,False
1537,cust61418,True,2019-03-27,@AmazonHelp I returned order 264417 2 weeks ago and still no refund,1538,,refund_request,True
1538,AmazonHelp,False,2019-12-18,Sorry about that! I can see the return was received; refund for 264417 is being processed now. -DS,,1537,refund_request,True
1539,cust58690,True,2019-11-14,"@AmazonHelp this is fraud, I never ordered 982600 but got charged $89.99",1540,,billing_dispute,True
1540,AmazonHelp,False,2019-04-09,"I understand the concern - for account security I can't verify charges here, please DM us so we can look into order 982600. -RJ",,1539,billing_dispute,True
1541,cust37775,True,2019-10-01,"still waiting on order 209471 from @AmazonHelp, no tracking info at all",1542,,order_status,False
1542,AmazonHelp,False,2019-05-07,"I hear you, that's frustrating. Order 209471 left our facility yesterday and tracking will update within 24h. -RJ",,1541,order_status,False
1543,cust15987,True,2019-01-11,"@AmazonHelp I was charged TWICE for order 311524, unauthorized charge on my card",1544,,billing_dispute,False
1544,AmazonHelp,False,2019-02-10,"That's concerning, I'm sorry. Please DM us your order details so we can investigate the duplicate charge on 311524. -MK",,1543,billing_dispute,False
1545,cust22763,True,2019-06-14,"@AmazonHelp placed order 473973 last week, still says 'preparing for shipment' wtf",1546,,order_status,False
1546,AmazonHelp,False,2019-12-17,"I hear you, that's frustrating. Order 473973 left our facility yesterday and tracking will update within 24h. -RJ",,1545,order_status,False
1547,cust99440,True,2019-08-03,hey @amazonhelp where is my order #626570?? it's been 4 days,1548,,order_status,False
1548,AmazonHelp,False,2019-11-03,"I hear you, that's frustrating. Order 626570 left our facility yesterday and tracking will update within 24h. -RJ",,1547,order_status,False
1549,cust95379,True,2019-09-25,"@AmazonHelp customer service has been terrible lately, third time I've had issues",1550,,general_complaint,False
1550,AmazonHelp,False,2019-06-15,"I'm really sorry to hear about your experience. I'd like to make this right, can you DM us more details? -RJ",,1549,general_complaint,False
1551,cust41340,True,2019-04-20,"@AmazonHelp received the wrong item for order 237570, ordered a charger got headphones #fail",1552,,product_defect,False
1552,AmazonHelp,False,2019-10-03,"Apologies for the mix-up. I've flagged order 237570 for a correct replacement, it'll ship today. -DS",,1551,product_defect,False
1553,cust21425,True,2019-08-04,@AmazonHelp your app keeps crashing every time I try to check my orders 😡,1554,,general_complaint,False
1554,AmazonHelp,False,2019-08-11,That's not the experience we want for you. Please DM us so we can look into this further. -MK,,1553,general_complaint,False
1555,cust72031,True,2019-05-25,hey @AmazonHelp where is my order #409967?? it's been 4 days #fail,1556,,order_status,False
1556,AmazonHelp,False,2019-08-21,"So sorry about this delay. I've looked into order 409967 and it's showing movement as of today, expected delivery tomorrow. -MK",,1555,order_status,False
1557,cust26906,True,2019-08-12,@AmazonHelp your app keeps crashing every time I try to check my orders,1558,,general_complaint,False
1558,AmazonHelp,False,2019-09-28,That's not the experience we want for you. Please DM us so we can look into this further. -MK,,1557,general_complaint,False
1559,cust94392,True,2019-01-24,"@AmazonHelp I was charged TWICE for order 428881, unauthorized charge on my card",1560,,billing_dispute,True
1560,AmazonHelp,False,2019-04-23,"I understand the concern - for account security I can't verify charges here, please DM us so we can look into order 428881. -RJ",,1559,billing_dispute,True
1561,cust70591,True,2019-11-03,"@amazonhelp item from order 688041 stopped working after 2 days, defective",1562,,product_defect,False
1562,AmazonHelp,False,2019-06-15,"I'm sorry about that! I've started a replacement for order 688041, no need to wait for the return. -RJ",,1561,product_defect,False
1563,cust36145,True,2019-07-11,"requesting a refund for order 773693, item was not as described",1564,,refund_request,False
1564,AmazonHelp,False,2019-02-11,"Apologies for the delay. I've checked and your refund for order 773693 was processed, it can take 3-5 business days to reflect. -MK",,1563,refund_request,False
1565,cust29072,True,2019-11-07,"never received order 733727, @AmazonHelp tracking says delivered but nothing here",1566,,delivery_issue,False
1566,AmazonHelp,False,2019-06-19,"So sorry for the trouble. I've escalated order 733727 to our carrier investigation team, you'll hear back in 24-48h. -RJ",,1565,delivery_issue,False
1567,cust99610,True,2019-07-09,hey @AmazonHelp where is my order #730275?? it's been 8 days,1568,,order_status,True
1568,AmazonHelp,False,2019-05-21,"So sorry about this delay. I've looked into order 730275 and it's showing movement as of today, expected delivery tomorrow. -MK",,1567,order_status,True
1569,cust97771,True,2019-05-06,hey @AmazonHelp where is my order #187651?? it's been 4 days,1570,,order_status,False
1570,AmazonHelp,False,2019-01-03,"So sorry about this delay. I've looked into order 187651 and it's showing movement as of today, expected delivery tomorrow. -MK",,1569,order_status,False
1571,cust67250,True,2019-06-23,how do I cancel order 549350? placed it 10 mins ago @AmazonHelp,1572,,cancellation,False
1572,AmazonHelp,False,2019-10-13,"I've cancelled order 549350 for you, you won't be charged. -MK",,1571,cancellation,False
1573,cust51486,True,2019-01-05,"product from 110413 is clearly used/opened, not new as advertised @AmazonHelp",1574,,product_defect,False
1574,AmazonHelp,False,2019-08-05,"I'm sorry about that! I've started a replacement for order 110413, no need to wait for the return. -RJ",,1573,product_defect,False
1575,cust93138,True,2019-08-21,"@AmazonHelp refund for 431777 is taking forever, when will i see the money back",1576,,refund_request,False
1576,AmazonHelp,False,2019-10-04,"I've gone ahead and issued the refund for order 431777 directly, you should see it within 5 business days. -RJ",,1575,refund_request,False
1577,cust99080,True,2019-10-01,"@AmazonHelp placed order 329242 last week, still says 'preparing for shipment' wtf",1578,,order_status,False
1578,AmazonHelp,False,2019-06-27,"I hear you, that's frustrating. Order 329242 left our facility yesterday and tracking will update within 24h. -RJ",,1577,order_status,False
1579,cust56101,True,2019-06-27,"@AmazonHelp courier left order 116977 at the wrong address, this is the 2nd time",1580,,delivery_issue,False
1580,AmazonHelp,False,2019-09-14,"So sorry for the trouble. I've escalated order 116977 to our carrier investigation team, you'll hear back in 24-48h. -RJ",,1579,delivery_issue,False
1581,cust47359,True,2019-11-23,@AmazonHelp I returned order 902245 2 weeks ago and still no refund,1582,,refund_request,False
1582,AmazonHelp,False,2019-11-14,"Apologies for the delay. I've checked and your refund for order 902245 was processed, it can take 3-5 business days to reflect. -MK",,1581,refund_request,False
1583,cust75064,True,2019-12-25,"@AmazonHelp I was charged TWICE for order 397007, unauthorized charge on my card",1584,,billing_dispute,True
1584,AmazonHelp,False,2019-10-18,"That's concerning, I'm sorry. Please DM us your order details so we can investigate the duplicate charge on 397007. -MK",,1583,billing_dispute,True
1585,cust35632,True,2019-08-04,hey @AmazonHelp where is my order #764299?? it's been 9 days,1586,,order_status,False
1586,AmazonHelp,False,2019-06-26,"I hear you, that's frustrating. Order 764299 left our facility yesterday and tracking will update within 24h. -RJ",,1585,order_status,False
1587,cust44668,True,2019-05-27,@AmazonHelp your app keeps crashing every time I try to check my orders,1588,,general_complaint,False
1588,AmazonHelp,False,2019-07-22,That's not the experience we want for you. Please DM us so we can look into this further. -MK,,1587,general_complaint,False
1589,cust51611,True,2019-06-06,"@AmazonHelp my package for order 104359 arrived DAMAGED, box was crushed",1590,,delivery_issue,False
1590,AmazonHelp,False,2019-10-14,"I'm really sorry to hear that. I've filed a replacement for order 104359, it'll ship today at no extra cost. -DS",,1589,delivery_issue,False
1591,cust93397,True,2019-07-24,"never received order 682735, @AmazonHelp tracking says delivered but nothing here",1592,,delivery_issue,True
1592,AmazonHelp,False,2019-03-13,"So sorry for the trouble. I've escalated order 682735 to our carrier investigation team, you'll hear back in 24-48h. -RJ",,1591,delivery_issue,True
1593,cust61381,True,2019-11-09,"@AmazonHelp need to cancel order 433578 asap, ordered by mistake",1594,,cancellation,False
1594,AmazonHelp,False,2019-09-06,"Order 433578 has been cancelled successfully, refund (if charged) will process in 3-5 days. -DS",,1593,cancellation,False
1595,cust81260,True,2019-02-19,"@AmazonHelp customer service has been terrible lately, third time I've had issues 😡",1596,,general_complaint,False
1596,AmazonHelp,False,2019-07-01,"I'm really sorry to hear about your experience. I'd like to make this right, can you DM us more details? -RJ",,1595,general_complaint,False
1597,cust59559,True,2019-05-22,"@AmazonHelp received the wrong item for order 869832, ordered a charger got headphones",1598,,product_defect,False
1598,AmazonHelp,False,2019-01-09,"Apologies for the mix-up. I've flagged order 869832 for a correct replacement, it'll ship today. -DS",,1597,product_defect,False
1599,cust28590,True,2019-05-09,hey @AmazonHelp where is my order #250753?? it's been 12 days,1600,,order_status,False
1600,AmazonHelp,False,2019-03-03,"I hear you, that's frustrating. Order 250753 left our facility yesterday and tracking will update within 24h. -RJ",,1599,order_status,False
1601,cust37563,True,2019-11-14,"@AmazonHelp any update on order 618253, tracking hasn't moved since 7 days ago",1602,,order_status,False
1602,AmazonHelp,False,2019-07-11,"So sorry about this delay. I've looked into order 618253 and it's showing movement as of today, expected delivery tomorrow. -MK",,1601,order_status,False
1603,cust54932,True,2019-06-16,"@AmazonHelp I was charged TWICE for order 572780, unauthorized charge on my card",1604,,billing_dispute,True
1604,AmazonHelp,False,2019-10-20,"I understand the concern - for account security I can't verify charges here, please DM us so we can look into order 572780. -RJ",,1603,billing_dispute,True
1605,cust29968,True,2019-04-28,"@amazonhelp this is fraud, i never ordered 105258 but got charged $89.99 #fail",1606,,billing_dispute,True
1606,AmazonHelp,False,2019-06-04,"I understand the concern - for account security I can't verify charges here, please DM us so we can look into order 105258. -RJ",,1605,billing_dispute,True
1607,cust22054,True,2019-06-23,how do I cancel order 327496? placed it 10 mins ago @AmazonHelp,1608,,cancellation,False
1608,AmazonHelp,False,2019-09-21,"I've cancelled order 327496 for you, you won't be charged. -MK",,1607,cancellation,False
1609,cust46842,True,2019-07-04,package 589730 arrived open and half the items missing @AmazonHelp,1610,,delivery_issue,False
1610,AmazonHelp,False,2019-10-26,"So sorry for the trouble. I've escalated order 589730 to our carrier investigation team, you'll hear back in 24-48h. -RJ",,1609,delivery_issue,False
1611,cust51779,True,2019-10-04,"@AmazonHelp item from order 716121 stopped working after 2 days, defective",1612,,product_defect,False
1612,AmazonHelp,False,2019-10-13,"I'm sorry about that! I've started a replacement for order 716121, no need to wait for the return. -RJ",,1611,product_defect,False
1613,cust43169,True,2019-10-14,"requesting a refund for order 309422, item was not as described",1614,,refund_request,False
1614,AmazonHelp,False,2019-05-20,"I've gone ahead and issued the refund for order 309422 directly, you should see it within 5 business days. -RJ",,1613,refund_request,False
1615,cust19521,True,2019-04-22,"@AmazonHelp received the wrong item for order 776434, ordered a charger got headphones",1616,,product_defect,False
1616,AmazonHelp,False,2019-06-12,"Apologies for the mix-up. I've flagged order 776434 for a correct replacement, it'll ship today. -DS",,1615,product_defect,False
1617,cust40493,True,2019-09-03,hey @AmazonHelp where is my order #917380?? it's been 7 days 😡,1618,,order_status,False
1618,AmazonHelp,False,2019-07-10,"Hi, sorry for the wait! I can see order 917380 is currently in transit and should arrive within 2 days. Tracking: bit.ly/track917380 -DS",,1617,order_status,False
1619,cust85228,True,2019-11-14,"@AmazonHelp I was charged TWICE for order 322481, unauthorized charge on my card",1620,,billing_dispute,True
1620,AmazonHelp,False,2019-11-25,"That's concerning, I'm sorry. Please DM us your order details so we can investigate the duplicate charge on 322481. -MK",,1619,billing_dispute,True
1621,cust69347,True,2019-03-20,@AmazonHelp I returned order 433219 2 weeks ago and still no refund #fail,1622,,refund_request,True
1622,AmazonHelp,False,2019-06-19,"Apologies for the delay. I've checked and your refund for order 433219 was processed, it can take 3-5 business days to reflect. -MK",,1621,refund_request,True
1623,cust27178,True,2019-07-02,"@amazonhelp my package for order 347906 arrived damaged, box was crushed",1624,,delivery_issue,False
1624,AmazonHelp,False,2019-09-17,"That's not okay, apologies. I've marked order 347906 as not-received and a reshipment is on the way. -MK",,1623,delivery_issue,False
1625,cust55327,True,2019-07-03,hey @AmazonHelp where is my order #453778?? it's been 12 days,1626,,order_status,False
1626,AmazonHelp,False,2019-09-25,"Hi, sorry for the wait! I can see order 453778 is currently in transit and should arrive within 2 days. Tracking: bit.ly/track453778 -DS",,1625,order_status,False
1627,cust59008,True,2019-10-04,"@AmazonHelp my package for order 617806 arrived DAMAGED, box was crushed",1628,,delivery_issue,False
1628,AmazonHelp,False,2019-01-08,"That's not okay, apologies. I've marked order 617806 as not-received and a reshipment is on the way. -MK",,1627,delivery_issue,False
1629,cust58349,True,2019-09-01,"@AmazonHelp any update on order 965553, tracking hasn't moved since 2 days ago",1630,,order_status,True
1630,AmazonHelp,False,2019-12-28,"Hi, sorry for the wait! I can see order 965553 is currently in transit and should arrive within 2 days. Tracking: bit.ly/track965553 -DS",,1629,order_status,True
1631,cust45377,True,2019-12-06,hey @AmazonHelp where is my order #372302?? it's been 2 days 😡,1632,,order_status,False
1632,AmazonHelp,False,2019-03-19,"Hi, sorry for the wait! I can see order 372302 is currently in transit and should arrive within 2 days. Tracking: bit.ly/track372302 -DS",,1631,order_status,False
1633,cust26039,True,2019-09-17,"requesting a refund for order 225725, item was not as described",1634,,refund_request,False
1634,AmazonHelp,False,2019-04-19,"Apologies for the delay. I've checked and your refund for order 225725 was processed, it can take 3-5 business days to reflect. -MK",,1633,refund_request,False
1635,cust56269,True,2019-09-27,"requesting a refund for order 793390, item was not as described #fail",1636,,refund_request,False
1636,AmazonHelp,False,2019-04-22,"I've gone ahead and issued the refund for order 793390 directly, you should see it within 5 business days. -RJ",,1635,refund_request,False
1637,cust60470,True,2019-04-16,"can't sign in to my account, says 'suspicious activity' @AmazonHelp",1638,,account_access,True
1638,AmazonHelp,False,2019-02-11,"Sorry for the trouble! For account security, please DM us so we can help verify and restore access. -DS",,1637,account_access,True
1639,cust57663,True,2019-07-15,"@AmazonHelp courier left order 953536 at the wrong address, this is the 2nd time",1640,,delivery_issue,True
1640,AmazonHelp,False,2019-10-17,"That's not okay, apologies. I've marked order 953536 as not-received and a reshipment is on the way. -MK",,1639,delivery_issue,True
1641,cust29305,True,2019-08-04,"never received order 917911, @AmazonHelp tracking says delivered but nothing here",1642,,delivery_issue,False
1642,AmazonHelp,False,2019-12-04,"I'm really sorry to hear that. I've filed a replacement for order 917911, it'll ship today at no extra cost. -DS",,1641,delivery_issue,False
1643,cust21018,True,2019-06-14,"never received order 117393, @AmazonHelp tracking says delivered but nothing here",1644,,delivery_issue,False
1644,AmazonHelp,False,2019-04-05,"That's not okay, apologies. I've marked order 117393 as not-received and a reshipment is on the way. -MK",,1643,delivery_issue,False
1645,cust65389,True,2019-04-10,"@AmazonHelp refund for 626584 is taking forever, when will i see the money back #fail",1646,,refund_request,False
1646,AmazonHelp,False,2019-04-13,"I've gone ahead and issued the refund for order 626584 directly, you should see it within 5 business days. -RJ",,1645,refund_request,False
1647,cust16964,True,2019-01-19,"@AmazonHelp placed order 722905 last week, still says 'preparing for shipment' wtf",1648,,order_status,False
1648,AmazonHelp,False,2019-05-08,"I hear you, that's frustrating. Order 722905 left our facility yesterday and tracking will update within 24h. -RJ",,1647,order_status,False
1649,cust45162,True,2019-08-07,"still waiting on order 657980 from @AmazonHelp, no tracking info at all",1650,,order_status,False
1650,AmazonHelp,False,2019-03-26,"Hi, sorry for the wait! I can see order 657980 is currently in transit and should arrive within 2 days. Tracking: bit.ly/track657980 -DS",,1649,order_status,False
1651,cust72489,True,2019-12-10,"@AmazonHelp courier left order 464519 at the wrong address, this is the 2nd time #fail",1652,,delivery_issue,False
1652,AmazonHelp,False,2019-12-08,"So sorry for the trouble. I've escalated order 464519 to our carrier investigation team, you'll hear back in 24-48h. -RJ",,1651,delivery_issue,False
1653,cust53785,True,2019-01-06,hey @amazonhelp where is my order #430419?? it's been 12 days,1654,,order_status,False
1654,AmazonHelp,False,2019-05-03,"Hi, sorry for the wait! I can see order 430419 is currently in transit and should arrive within 2 days. Tracking: bit.ly/track430419 -DS",,1653,order_status,False
1655,cust84352,True,2019-11-10,"still waiting on order 812195 from @AmazonHelp, no tracking info at all",1656,,order_status,False
1656,AmazonHelp,False,2019-04-17,"So sorry about this delay. I've looked into order 812195 and it's showing movement as of today, expected delivery tomorrow. -MK",,1655,order_status,False
1657,cust43730,True,2019-11-16,@AmazonHelp I returned order 275431 2 weeks ago and still no refund,1658,,refund_request,False
1658,AmazonHelp,False,2019-05-12,"Apologies for the delay. I've checked and your refund for order 275431 was processed, it can take 3-5 business days to reflect. -MK",,1657,refund_request,False
1659,cust73485,True,2019-02-09,"requesting a refund for order 114219, item was not as described",1660,,refund_request,False
1660,AmazonHelp,False,2019-11-17,Sorry about that! I can see the return was received; refund for 114219 is being processed now. -DS,,1659,refund_request,False
1661,cust66455,True,2019-06-07,"@AmazonHelp locked out of my account, reset link isn't working",1662,,account_access,True
1662,AmazonHelp,False,2019-12-03,That sounds concerning. Please send us a DM with your registered email so we can secure your account right away. -MK,,1661,account_access,True
1663,cust79062,True,2019-03-09,hey @AmazonHelp where is my order #496129?? it's been 12 days,1664,,order_status,False
1664,AmazonHelp,False,2019-11-12,"So sorry about this delay. I've looked into order 496129 and it's showing movement as of today, expected delivery tomorrow. -MK",,1663,order_status,False
1665,cust66814,True,2019-08-19,how do I cancel order 447283? placed it 10 mins ago @AmazonHelp 😡,1666,,cancellation,False
1666,AmazonHelp,False,2019-06-10,"Order 447283 has been cancelled successfully, refund (if charged) will process in 3-5 days. -DS",,1665,cancellation,False
1667,cust73809,True,2019-05-03,"@AmazonHelp any update on order 108739, tracking hasn't moved since 9 days ago",1668,,order_status,False
1668,AmazonHelp,False,2019-05-01,"So sorry about this delay. I've looked into order 108739 and it's showing movement as of today, expected delivery tomorrow. -MK",,1667,order_status,False
1669,cust16540,True,2019-05-05,"requesting a refund for order 142942, item was not as described #fail",1670,,refund_request,False
1670,AmazonHelp,False,2019-06-10,Sorry about that! I can see the return was received; refund for 142942 is being processed now. -DS,,1669,refund_request,False
1671,cust20579,True,2019-05-08,"product from 626378 is clearly used/opened, not new as advertised @AmazonHelp",1672,,product_defect,False
1672,AmazonHelp,False,2019-01-16,"I'm sorry about that! I've started a replacement for order 626378, no need to wait for the return. -RJ",,1671,product_defect,False
1673,cust50728,True,2019-03-19,@AmazonHelp your app keeps crashing every time I try to check my orders #fail,1674,,general_complaint,False
1674,AmazonHelp,False,2019-07-22,That's not the experience we want for you. Please DM us so we can look into this further. -MK,,1673,general_complaint,False
1675,cust92355,True,2019-08-18,"@AmazonHelp need to cancel order 438144 asap, ordered by mistake",1676,,cancellation,False
1676,AmazonHelp,False,2019-03-13,"I've cancelled order 438144 for you, you won't be charged. -MK",,1675,cancellation,False
1677,cust56424,True,2019-07-15,"@AmazonHelp item from order 974357 stopped working after 2 days, defective",1678,,product_defect,False
1678,AmazonHelp,False,2019-07-14,"I'm sorry about that! I've started a replacement for order 974357, no need to wait for the return. -RJ",,1677,product_defect,False
